TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20131110132289,74,4,33,7,0,5,-1,0,0,0,0
20131110132289,85,4,44,2,0,6,-1,0,0,0,0
20131110132289,80,4,44,2,0,7,-1,60,0,0,0
20131110132289,75,4,44,2,0,8,-1,0,0,0,0
20131110132313,80,4,47,10,0,3,-1,0,0,0,0
20131110132315,85,1,33,-1,0,2,-1,0,0,0,-1
20131110132325,80,4,49,5,0,3,-1,60,0,0,0
20131110132352,80,4,40,10,0,3,-1,0,0,0,0
20131110132360,76,4,47,5,0,5,-1,0,0,0,0
20131110132363,70,4,40,15,0,5,-1,0,0,0,0
20131110132365,80,4,44,2,0,3,-1,60,0,0,0
20131110132365,75,2,44,-1,0,4,-1,0,0,0,-1
20131110132373,80,2,39,-1,0,3,-1,60,0,0,-1
20131110132373,80,1,40,-1,0,4,-1,60,0,0,-1
20131110132385,50,1,56,-1,0,6,-1,0,0,0,-1
20131110132385,50,1,56,-1,0,7,-1,0,0,0,-1
20131110132394,85,4,44,40,0,3,-1,60,0,0,0
20131110132394,85,4,44,40,0,4,-1,0,0,0,0
20131110132412,66,4,20,2,1,2,2,0,0,0,0
20131110132438,50,4,24,2,1,3,3,0,0,0,0
20131110132439,85,4,33,3,0,7,-1,60,0,0,0
20131110132456,85,4,33,5,0,3,-1,60,0,0,0
20131110132465,77,4,33,10,0,7,-1,0,0,0,0
20131110132490,80,4,20,3,1,2,2,0,42,0,42
20131110132503,73,3,39,-1,0,6,-1,0,0,0,-1
20131111130146,54,4,33,3,0,5,-1,0,0,0,0
20131111130718,62,4,47,4,0,4,-1,0,0,0,0
20131111130718,62,4,48,4,0,5,-1,0,0,0,0
20131111130762,80,4,33,5,0,4,-1,60,0,0,0
20131111130777,85,3,43,-1,0,4,-1,60,0,0,-1
20131111130777,80,2,24,-1,1,2,2,0,0,0,-1
20131111130853,85,4,33,5,0,5,-1,60,0,0,0
20131111130853,85,4,43,1,0,6,-1,60,0,0,0
20131111131066,72,1,33,-1,0,3,-1,0,0,0,-1
20131111131130,61,1,20,-1,1,2,2,0,0,0,-1
20131111131241,80,4,33,7,0,2,-1,60,0,0,42
20131111131276,85,4,33,5,0,2,-1,60,0,0,0
20131111131438,64,1,35,-1,0,2,-1,0,0,0,-1
20131111131513,70,4,20,12,1,2,2,0,0,0,0
20131111131577,62,2,34,-1,0,4,-1,0,0,0,-1
20131111131577,80,3,47,-1,0,5,-1,60,0,0,-1
20131111131580,59,4,34,5,0,4,-1,0,0,0,0
20131111131595,85,4,43,10,0,2,-1,60,0,0,0
20131111131595,80,4,43,2,0,3,-1,0,0,0,0
20131111131595,58,4,43,2,0,4,-1,0,0,0,0
20131111131595,69,2,43,-1,0,5,-1,0,0,0,-1
20131111131679,74,3,47,-1,0,3,-1,0,0,0,-1
20131111131742,78,4,33,2,0,6,-1,0,0,0,0
20131111131742,80,1,39,-1,0,7,-1,60,0,0,-1
20131111131742,85,1,40,-1,0,8,-1,60,0,0,-1
20131111131801,80,4,33,5,0,3,-1,0,0,0,0
20131111131801,75,4,43,2,0,4,-1,0,0,0,0
20131111131825,80,2,33,-1,0,3,-1,60,0,0,-1
20131111131825,85,4,34,3,0,4,-1,0,0,0,0
20131111131981,61,4,33,3,0,2,-1,0,0,0,0
20131111131981,68,4,34,10,0,3,-1,0,0,0,0
20131111132090,80,4,41,4,0,5,-1,0,0,0,0
20131111132406,79,1,43,-1,0,7,-1,0,0,0,-1
20131210130023,62,3,33,-1,0,3,-1,0,0,0,-1
20131210130023,63,3,34,-1,0,4,-1,0,0,0,-1
20131210130668,85,3,40,-1,0,3,-1,60,0,0,-1
20131210130668,85,3,44,-1,0,4,-1,60,0,0,-1
20131210130668,85,3,44,-1,0,5,-1,60,0,0,-1
20131210130668,79,3,44,-1,0,6,-1,0,0,0,-1
20131210130668,85,3,44,-1,0,7,-1,60,0,0,-1
20131210130724,70,4,33,10,0,2,-1,0,0,0,0
20131210130757,80,3,39,-1,0,5,-1,60,0,0,-1
20131210130810,85,4,26,4,1,4,4,0,0,0,0
20131210130866,80,4,47,2,0,3,-1,60,0,0,0
20131210130873,58,2,33,-1,0,4,-1,0,0,0,-1
20131210131052,85,4,34,8,0,2,-1,60,0,0,0
20131210131166,78,4,34,3,0,5,-1,0,0,0,0
20131210131211,80,4,47,10,0,6,-1,0,0,0,0
20131210131284,85,4,33,15,0,3,-1,60,0,0,0
20131210131323,80,3,43,-1,0,3,-1,60,0,0,-1
20131210131637,63,1,43,-1,0,6,-1,0,0,0,-1
20131210131637,60,1,43,-1,0,7,-1,0,0,0,-1
20131210131666,85,2,34,-1,0,3,-1,0,0,0,-1
20131210131670,80,4,40,2,0,5,-1,60,0,0,0
20131210131690,85,4,40,10,0,5,-1,60,0,0,0
20131210131690,80,4,39,10,0,6,-1,60,0,0,0
20131210131720,60,4,33,2,0,3,-1,0,0,0,0
20131210131720,77,1,41,-1,0,4,-1,42,0,0,-1
20131210131729,85,4,34,2,0,4,-1,0,0,0,0
20131210131780,76,4,49,2,0,3,-1,0,0,0,42
20131210131796,64,3,48,-1,0,3,-1,0,0,0,-1
20131210131829,80,2,34,-1,0,3,-1,60,0,0,-1
20131210131862,85,4,33,10,0,3,-1,60,0,0,0
20131210131862,75,4,43,3,0,4,-1,0,0,0,0
20131210131862,75,4,43,3,0,5,-1,0,0,0,0
20131210131862,75,4,43,3,0,6,-1,0,0,0,0
20131210131862,75,4,43,3,0,7,-1,0,0,0,0
20131210131889,80,3,44,-1,0,2,-1,60,0,0,-1
20131210131899,74,4,40,2,0,6,-1,0,0,0,0
20131210131949,76,1,44,-1,0,6,-1,0,0,0,-1
20131210132004,58,4,43,3,0,3,-1,0,0,0,0
20131210132036,80,4,56,6,0,5,-1,0,0,0,0
20131210132036,80,4,56,6,0,6,-1,0,0,0,0
20131210132087,75,2,33,-1,0,4,-1,0,0,0,-1
20131210132099,67,4,33,5,0,6,-1,0,0,0,0
20131210132306,80,4,34,2,0,3,-1,0,0,0,0
20131210132312,85,3,34,-1,0,3,-1,60,0,0,-1
20131210132468,64,2,56,-1,0,2,-1,0,0,0,-1
20131211130004,70,3,33,-1,0,4,-1,0,0,0,-1
20131211130081,80,4,47,6,0,3,-1,60,0,0,0
20131211130085,85,4,33,14,0,3,-1,60,0,0,0
20131211130112,75,4,44,3,0,3,-1,0,0,0,0
20131211130112,68,3,44,-1,0,4,-1,0,0,0,-1
20131211130112,70,3,56,-1,0,5,-1,0,0,0,-1
20131211130112,70,4,56,2,0,6,-1,0,0,0,0
20131211130144,80,1,33,-1,0,6,-1,0,0,0,-1
20131211130144,80,1,34,-1,0,7,-1,60,0,0,-1
20131211130150,80,4,33,4,0,2,-1,0,0,0,0
20131211130150,85,4,34,4,0,3,-1,0,0,0,0
20131211130158,85,4,47,5,0,6,-1,61,0,0,0
20131211130158,72,4,48,5,0,7,-1,42,0,0,0
20131211130520,85,4,34,6,0,3,-1,60,0,0,0
20131211130523,74,4,39,4,0,3,-1,0,0,0,0
20131211130526,70,4,44,2,0,3,-1,0,0,0,0
20131211130537,80,4,20,3,1,2,2,0,0,0,0
20131211130561,73,4,20,5,1,2,2,0,0,0,0
20131211130565,85,2,56,-1,0,2,-1,60,0,0,-1
20131211130589,80,4,33,20,0,2,-1,60,0,0,0
20131211130616,78,4,38,5,0,2,-1,0,0,0,0
20131211130625,85,4,43,5,0,3,-1,60,0,0,0
20131211130639,85,4,26,12,1,3,3,0,0,0,0
20131211130648,85,4,43,3,0,5,-1,60,0,0,0
20131211130648,50,2,43,-1,0,6,-1,0,0,0,-1
20131211130651,78,4,33,20,0,3,-1,0,0,0,0
20131211130667,78,4,48,3,0,5,-1,0,0,0,0
20131211130708,60,4,56,1,0,6,-1,0,0,0,0
20131211130713,80,4,44,2,0,2,-1,60,0,0,0
20131211130808,62,4,20,3,1,2,2,0,0,0,0
20131211130867,55,4,20,8,1,4,4,0,0,0,0
20131211130883,80,2,33,-1,0,3,-1,60,0,0,-1
20131211130889,78,3,33,-1,0,5,-1,0,0,0,-1
20131211130889,80,3,34,-1,0,6,-1,60,0,0,-1
20131211130895,85,4,34,5,0,2,-1,60,0,0,0
20131211130905,75,2,48,-1,0,4,-1,0,0,0,-1
20131211130923,58,4,47,3,0,7,-1,0,0,0,0
20131211130923,69,4,56,7,0,8,-1,42,0,0,0
20131211130923,65,1,43,-1,0,9,-1,43,43,43,-1
20131211130944,85,4,34,6,0,3,-1,60,0,0,0
20131211130944,80,3,41,-1,0,4,-1,60,0,0,-1
20131211130944,85,3,42,-1,0,5,-1,60,0,0,-1
20131211130944,76,4,20,3,1,2,2,0,0,0,0
20131211130960,80,1,33,-1,0,2,-1,60,0,0,-1
20131211130965,85,4,33,5,0,2,-1,60,0,0,0
20131211130971,85,2,34,-1,0,3,-1,60,0,0,-1
20131211130971,80,3,42,-1,0,4,-1,60,0,0,-1
20131211131003,56,4,33,2,0,6,-1,0,0,0,0
20131211131008,85,1,33,-1,0,2,-1,60,0,0,-1
20131211131035,85,4,24,4,1,2,2,0,0,0,0
20131211131038,71,1,26,-1,1,2,2,0,0,0,-1
20131211131038,68,1,26,-1,1,3,3,0,0,0,-1
20131211131070,80,4,24,4,1,2,2,0,0,0,0
20131211131090,80,2,43,-1,0,2,-1,60,0,0,-1
20131211131095,73,4,44,7,0,9,-1,42,0,0,0
20131211131106,85,4,47,10,0,6,-1,60,0,0,0
20131211131106,80,3,47,-1,0,7,-1,60,0,0,-1
20131211131106,85,3,48,-1,0,8,-1,60,0,0,-1
20131211131152,77,4,43,10,0,2,-1,0,0,0,0
20131211131165,85,4,24,2,1,3,3,0,0,0,0
20131211131175,85,4,56,13,0,4,-1,60,0,0,0
20131211131178,64,4,43,7,0,2,-1,0,0,0,0
20131211131218,85,1,40,-1,0,3,-1,60,0,0,-1
20131211131233,73,1,43,-1,0,2,-1,0,0,0,-1
20131211131237,66,4,30,2,1,5,5,0,0,0,0
20131211131268,62,3,38,-1,0,3,-1,0,0,0,-1
20131211131289,85,3,44,-1,0,2,-1,61,0,0,-1
20131211131294,80,4,34,5,0,3,-1,60,0,0,0
20131211131320,85,4,33,2,0,2,-1,60,0,0,0
20131211131363,85,4,43,2,0,2,-1,60,0,0,0
20131211131363,85,4,33,3,0,3,-1,60,0,0,0
20131211131375,80,2,33,-1,0,9,-1,60,0,0,-1
20131211131397,85,4,43,2,0,2,-1,60,0,0,0
20131211131407,85,1,40,-1,0,6,-1,0,0,0,-1
20131211131443,85,3,44,-1,0,3,-1,60,0,0,-1
20131211131500,80,3,33,-1,0,3,-1,60,0,0,-1
20131211131501,66,4,33,15,0,7,-1,0,0,0,0
20131211131504,72,4,43,2,0,3,-1,43,0,0,0
20131211131504,70,1,43,-1,0,4,-1,43,0,0,-1
20131211131505,80,4,44,5,0,6,-1,0,0,0,0
20131211131532,79,3,33,-1,0,2,-1,0,0,0,-1
20131211131532,78,1,41,-1,0,3,-1,0,0,0,-1
20131211131540,73,1,34,-1,0,7,-1,0,0,0,-1
20131211131598,85,4,33,5,0,4,-1,60,0,0,0
20131211131607,61,4,43,2,0,4,-1,0,0,0,0
20131211131699,85,4,40,6,0,3,-1,60,0,0,0
20131211131711,80,3,33,-1,0,3,-1,60,0,0,-1
20131211131716,85,4,39,19,0,4,-1,0,0,0,0
20131211131772,71,1,34,-1,0,6,-1,0,0,0,-1
20131211131793,80,2,33,-1,0,2,-1,60,0,0,-1
20131211131814,80,4,47,6,0,6,-1,60,0,0,0
20131211131815,85,4,42,2,0,4,-1,60,0,0,0
20131211131830,85,4,34,3,0,4,-1,60,0,0,0
20131211131835,85,4,47,3,0,4,-1,60,0,0,0
20131211131970,85,2,43,-1,0,3,-1,60,0,0,-1
20131211131995,72,4,33,13,0,5,-1,0,0,0,0
20131211132016,78,4,47,10,0,2,-1,0,0,0,0
20131211132023,70,1,44,-1,0,2,-1,0,0,0,-1
20131211132040,72,4,47,3,0,5,-1,0,0,0,0
20131211132043,85,4,40,4,0,3,-1,60,0,0,0
20131211132044,72,4,24,3,1,6,6,0,0,0,0
20131211132048,85,3,56,-1,0,5,-1,60,0,0,-1
20131211132072,85,4,43,3,0,2,-1,60,0,0,0
20131211132079,85,4,43,4,0,2,-1,60,0,0,0
20131211132079,80,1,43,-1,0,3,-1,0,0,0,-1
20131211132115,72,4,47,2,0,12,-1,0,0,0,0
20131211132115,72,4,48,2,0,13,-1,0,0,0,0
20131211132125,70,3,44,-1,0,10,-1,0,0,0,-1
20131211132170,54,1,43,-1,0,6,-1,0,0,0,-1
20131211132179,75,4,33,2,0,4,-1,0,0,0,0
20131211132191,75,3,33,-1,0,3,-1,0,0,0,-1
20131211132217,85,4,33,10,0,3,-1,60,0,0,0
20131211132217,85,4,43,5,0,4,-1,60,0,0,0
20131211132224,76,4,49,2,0,5,-1,0,0,0,0
20131211132249,85,4,33,6,0,3,-1,60,0,0,0
20131211132253,80,4,33,10,0,3,-1,60,0,0,0
20131211132260,80,3,40,-1,0,4,-1,60,0,0,-1
20131211132286,80,4,33,7,0,3,-1,60,0,0,0
20131211132316,77,4,24,5,1,2,2,0,0,0,0
20131211132324,85,4,33,5,0,3,-1,60,0,0,0
20131211132343,79,4,33,10,0,3,-1,0,0,0,0
20131211132346,64,4,20,3,1,2,2,0,0,0,0
20131211132347,85,4,33,10,0,3,-1,60,0,0,0
20131211132351,53,1,24,-1,1,2,2,0,0,0,-1
20131211132359,76,3,24,-1,1,6,6,0,0,0,-1
20131211132374,78,4,24,9,1,2,2,0,0,0,0
20131211132376,59,4,34,2,0,4,-1,0,0,0,0
20131211132393,85,3,47,-1,0,3,-1,60,0,0,-1
20131211132394,60,1,38,-1,0,2,-1,0,0,0,-1
20131211132401,71,4,24,2,1,2,2,0,0,0,0
20131211132408,80,4,39,3,0,3,-1,60,0,0,0
20131211132408,85,4,33,8,0,4,-1,60,0,0,0
20131211132408,85,4,40,3,0,5,-1,0,0,0,0
20131211132413,71,4,33,3,0,4,-1,0,0,0,0
20131211132414,71,4,38,2,0,2,-1,0,0,0,0
20131211132425,85,4,44,12,0,5,-1,60,0,0,0
20131211132441,77,3,33,-1,0,5,-1,0,0,0,-1
20131211132451,54,1,47,-1,0,6,-1,0,0,0,-1
20131211132463,85,2,33,-1,0,3,-1,60,0,0,-1
20131211132463,85,1,34,-1,0,4,-1,60,0,0,-1
20131211132485,85,3,48,-1,0,5,-1,0,0,0,-1
20131211132498,76,2,40,-1,0,5,-1,0,0,0,-1
20131212130141,55,1,37,-1,0,2,-1,0,0,0,-1
20131212130593,80,4,26,2,1,2,2,0,0,0,0
20131212130611,70,1,44,-1,0,2,-1,0,0,0,-1
20131212130630,80,1,43,-1,0,2,-1,60,0,0,-1
20131212130630,70,1,43,-1,0,3,-1,0,0,0,-1
20131212130630,75,1,43,-1,0,4,-1,0,0,0,-1
20131212130630,65,1,43,-1,0,5,-1,0,0,0,-1
20131212130630,71,2,43,-1,0,6,-1,0,0,0,-1
20131212130680,59,2,56,-1,0,3,-1,0,0,0,-1
20131212130726,85,4,43,1,0,2,-1,0,0,0,0
20131212130783,85,3,43,-1,0,3,-1,60,0,0,-1
20131212130783,85,2,43,-1,0,4,-1,60,0,0,-1
20131212130917,80,4,33,7,0,2,-1,60,0,0,0
20131212131070,85,4,41,6,0,2,-1,60,0,0,0
20131212131070,85,4,43,1,0,3,-1,60,0,0,0
20131212131079,59,1,24,-1,1,3,3,0,0,0,-1
20131212131095,77,4,33,1,0,4,-1,0,0,0,0
20131212131095,77,4,34,1,0,5,-1,0,0,0,0
20131212131341,70,4,47,2,0,7,-1,0,0,0,0
20131212131379,80,2,43,-1,0,2,-1,60,0,0,-1
20131212131598,85,4,41,3,0,2,-1,60,0,0,0
20131212131883,67,1,44,-1,0,2,-1,0,0,0,-1
20131212131907,79,4,20,2,1,2,2,0,0,0,0
20131212131931,66,3,33,-1,0,5,-1,0,0,0,-1
20131212132051,78,3,43,-1,0,5,-1,0,0,0,-1
20131212132051,77,1,43,-1,0,6,-1,0,0,0,-1
20131212132073,85,4,43,5,0,2,-1,60,0,0,0
20131212132093,80,1,35,-1,0,4,-1,0,0,0,-1
20131212132193,80,1,47,-1,0,3,-1,0,0,0,-1
20131212132193,80,1,48,-1,0,4,-1,0,0,0,-1
20131212132212,60,1,33,-1,0,2,-1,0,0,0,-1
20131212132310,70,1,33,-1,0,5,-1,0,0,0,-1
20131212132317,85,2,43,-1,0,2,-1,60,0,0,-1
20131212132377,75,4,47,20,0,5,-1,0,0,0,0
20131212132385,68,3,33,-1,0,3,-1,0,0,0,-1
20131212132385,71,2,34,-1,0,4,-1,0,0,0,-1
20131212132399,48,2,39,-1,0,4,-1,0,0,0,-1
20131212132404,80,4,39,3,0,3,-1,60,0,0,0
20131212132418,80,4,33,2,0,5,-1,60,0,0,0
20131212132426,57,4,49,10,0,3,-1,0,0,0,0
20131212132448,71,3,33,-1,0,5,-1,0,0,0,-1
20131212132448,72,4,34,3,0,6,-1,0,0,0,0
20131212132458,63,4,56,32,0,2,-1,42,0,0,0
20131212132458,79,4,56,32,0,3,-1,42,0,0,0
20131212132458,72,4,56,32,0,4,-1,42,0,0,0
20131212132458,74,4,56,32,0,5,-1,42,0,0,0
20131212132458,32,4,56,32,0,6,-1,0,0,0,0
